quality_group,word,n,pct,tf,idf,tf_idf
<= 3.0,msn,9,0.009946290033817386,9.946290033817386e-5,0.6931471805599453,6.894242893972004e-5
<= 3.0,animations,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,aplaing,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,bds,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,bleak,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,cis,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,counselour,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,diseases,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,farmer,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,guarantees,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,hbo,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,mad,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,oneself,6,0.006630860022544923,6.630860022544923e-5,0.6931471805599453,4.596161929314669e-5
<= 3.0,disciplined,5,0.005525716685454103,5.525716685454103e-5,0.6931471805599453,3.830134941095558e-5
<= 3.0,docs,5,0.005525716685454103,5.525716685454103e-5,0.6931471805599453,3.830134941095558e-5
<= 3.0,gradute,5,0.005525716685454103,5.525716685454103e-5,0.6931471805599453,3.830134941095558e-5
<= 3.0,authorization,4,0.004420573348363282,4.420573348363283e-5,0.6931471805599453,3.064107952876446e-5
<= 3.0,bioinformatics,4,0.004420573348363282,4.420573348363283e-5,0.6931471805599453,3.064107952876446e-5
<= 3.0,cnc,4,0.004420573348363282,4.420573348363283e-5,0.6931471805599453,3.064107952876446e-5
<= 3.0,john,4,0.004420573348363282,4.420573348363283e-5,0.6931471805599453,3.064107952876446e-5
> 3.0,vulnerabilities,27,0.013945128501776713,1.3945128501776714e-4,0.6931471805599453,9.666026503552663e-5
> 3.0,modules,21,0.010846211056937444,1.0846211056937444e-4,0.6931471805599453,7.518020613874294e-5
> 3.0,drafting,19,0.009813238575324353,9.813238575324353e-5,0.6931471805599453,6.80201865064817e-5
> 3.0,loan,18,0.00929675233451781,9.296752334517809e-5,0.6931471805599453,6.444017669035108e-5
> 3.0,daycare,16,0.008263779852904718,8.263779852904718e-5,0.6931471805599453,5.728015705808985e-5
> 3.0,interdisciplinary,16,0.008263779852904718,8.263779852904718e-5,0.6931471805599453,5.728015705808985e-5
> 3.0,strategists,16,0.008263779852904718,8.263779852904718e-5,0.6931471805599453,5.728015705808985e-5
> 3.0,audio,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,camp,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,dnp,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,espn,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,hackers,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,led,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,receptionist,15,0.007747293612098174,7.747293612098174e-5,0.6931471805599453,5.370014724195924e-5
> 3.0,showcase,14,0.007230807371291629,7.230807371291629e-5,0.6931471805599453,5.012013742582862e-5
> 3.0,author,13,0.006714321130485084,6.714321130485085e-5,0.6931471805599453,4.654012760969801e-5
> 3.0,memorable,13,0.006714321130485084,6.714321130485085e-5,0.6931471805599453,4.654012760969801e-5
> 3.0,night,13,0.006714321130485084,6.714321130485085e-5,0.6931471805599453,4.654012760969801e-5
> 3.0,technically,13,0.006714321130485084,6.714321130485085e-5,0.6931471805599453,4.654012760969801e-5
> 3.0,usual,13,0.006714321130485084,6.714321130485085e-5,0.6931471805599453,4.654012760969801e-5
